date,datetime,cash_type,card,money,coffee_name,es_outlier,mes,año,dia_semana,es_fin_semana,temporada
2019-01-07,2019-01-07 12:42:43.769,card,ANON-2019-2388-2685,40.2,Cocoa,False,1,2019,0,False,Invierno
2019-01-07,2019-01-07 12:55:01.111,card,ANON-2019-7738-1235,30.3,Latte,False,1,2019,0,False,Invierno
2019-01-07,2019-01-07 15:11:37.954,card,ANON-2019-5044-2736,37.4,Latte,False,1,2019,0,False,Invierno
2019-01-07,2019-01-07 17:18:47.253,card,ANON-2019-4052-0651,32.7,Americano with Milk,False,1,2019,0,False,Invierno
2019-01-07,2019-01-07 20:32:26.736,card,ANON-2019-9289-3243,26.5,Cortado,False,1,2019,0,False,Invierno
2019-01-07,2019-01-07 23:50:57.363,card,ANON-2019-3518-2715,37.0,Hot Chocolate,False,1,2019,0,False,Invierno
2019-01-07,2019-01-07 23:54:02.080,card,ANON-2019-4804-1717,40.2,Latte,False,1,2019,0,False,Invierno
2019-01-08,2019-01-08 00:13:26.179,card,ANON-2019-2005-3070,29.0,Americano with Milk,False,1,2019,1,False,Invierno
2019-01-08,2019-01-08 00:38:57.990,card,ANON-2019-7948-2183,23.6,Cortado,False,1,2019,1,False,Invierno
2019-01-08,2019-01-08 03:20:58.724,card,ANON-2019-4862-3812,34.3,Latte,False,1,2019,1,False,Invierno
2019-01-08,2019-01-08 04:55:01.608,cash,PAGO-EFECTIVO,41.2,Hot Chocolate,False,1,2019,1,False,Invierno
2019-01-08,2019-01-08 05:01:08.343,card,ANON-2019-4836-0907,37.9,Latte,False,1,2019,1,False,Invierno
2019-01-08,2019-01-08 06:39:26.140,card,ANON-2019-6528-2927,37.8,Latte,False,1,2019,1,False,Invierno
2019-01-08,2019-01-08 06:54:16.319,card,ANON-2019-4425-2592,25.9,Americano,True,1,2019,1,False,Invierno
2019-01-08,2019-01-08 12:23:58.348,cash,PAGO-EFECTIVO,33.7,Americano with Milk,False,1,2019,1,False,Invierno
2019-01-08,2019-01-08 14:34:23.356,card,ANON-2019-9747-1289,30.7,Americano with Milk,False,1,2019,1,False,Invierno
2019-01-08,2019-01-08 18:30:58.124,card,ANON-2019-5673-0076,28.0,Americano,False,1,2019,1,False,Invierno
2019-01-08,2019-01-08 20:21:18.111,card,ANON-2019-2106-2791,31.0,Americano,False,1,2019,1,False,Invierno
2019-01-08,2019-01-08 22:34:52.027,cash,PAGO-EFECTIVO,19.1,Cortado,False,1,2019,1,False,Invierno
2019-01-08,2019-01-08 23:03:49.539,card,ANON-2019-8449-2725,32.2,Americano with Milk,False,1,2019,1,False,Invierno
2019-01-08,2019-01-08 23:16:43.397,card,ANON-2019-7751-2503,33.1,Americano with Milk,False,1,2019,1,False,Invierno
2019-01-08,2019-01-08 23:46:53.259,card,ANON-2019-9737-2497,28.4,Americano with Milk,False,1,2019,1,False,Invierno
2019-01-09,2019-01-09 06:02:32.865,card,ANON-2019-8773-3852,31.7,Americano with Milk,False,1,2019,2,False,Invierno
2019-01-09,2019-01-09 09:23:04.967,card,ANON-2019-6930-3681,30.1,Cortado,False,1,2019,2,False,Invierno
2019-01-09,2019-01-09 10:58:38.149,card,ANON-2019-7147-1196,27.2,Americano,False,1,2019,2,False,Invierno
2019-01-09,2019-01-09 12:03:22.790,card,ANON-2019-8796-1661,32.5,Americano with Milk,False,1,2019,2,False,Invierno
2019-01-09,2019-01-09 16:16:03.039,card,ANON-2019-7590-0941,38.3,Hot Chocolate,False,1,2019,2,False,Invierno
2019-01-09,2019-01-09 17:09:53.504,cash,PAGO-EFECTIVO,35.0,Latte,False,1,2019,2,False,Invierno
2019-01-09,2019-01-09 19:35:01.401,card,ANON-2019-7626-2204,32.9,Americano with Milk,False,1,2019,2,False,Invierno
2019-01-09,2019-01-09 20:18:53.659,card,ANON-2019-8644-2603,22.9,Americano with Milk,False,1,2019,2,False,Invierno
2019-01-09,2019-01-09 20:37:20.054,card,ANON-2019-9714-2069,29.8,Americano with Milk,False,1,2019,2,False,Invierno
2019-01-09,2019-01-09 23:10:59.454,card,ANON-2019-8714-0674,44.4,Cappuccino,False,1,2019,2,False,Invierno
2019-01-10,2019-01-10 00:06:54.611,card,ANON-2019-8723-1416,34.6,Cappuccino,False,1,2019,3,False,Invierno
2019-01-10,2019-01-10 02:10:51.380,card,ANON-2019-2807-3768,35.6,Cocoa,False,1,2019,3,False,Invierno
2019-01-10,2019-01-10 13:10:14.114,card,ANON-2019-3110-1012,32.6,Americano with Milk,False,1,2019,3,False,Invierno
2019-01-10,2019-01-10 13:57:54.473,card,ANON-2019-1558-3532,35.8,Cappuccino,False,1,2019,3,False,Invierno
2019-01-10,2019-01-10 16:35:42.579,card,ANON-2019-7805-3786,35.8,Hot Chocolate,False,1,2019,3,False,Invierno
2019-01-10,2019-01-10 18:38:02.131,card,ANON-2019-4156-2983,34.9,Latte,False,1,2019,3,False,Invierno
2019-01-10,2019-01-10 18:56:19.589,card,ANON-2019-6567-2711,33.0,Latte,False,1,2019,3,False,Invierno
2019-01-11,2019-01-11 01:26:56.520,card,ANON-2019-5150-1941,31.0,Americano,False,1,2019,4,False,Invierno
2019-01-11,2019-01-11 03:00:25.228,card,ANON-2019-9606-2122,28.1,Cortado,False,1,2019,4,False,Invierno
2019-01-11,2019-01-11 03:10:48.834,card,ANON-2019-5528-1943,38.2,Cappuccino,False,1,2019,4,False,Invierno
2019-01-11,2019-01-11 05:39:45.416,card,ANON-2019-1136-1552,26.7,Cortado,False,1,2019,4,False,Invierno
2019-01-11,2019-01-11 06:33:31.125,card,ANON-2019-1393-2612,39.2,Latte,False,1,2019,4,False,Invierno
2019-01-11,2019-01-11 07:50:43.787,card,ANON-2019-4568-1582,25.4,Americano,False,1,2019,4,False,Invierno
2019-01-11,2019-01-11 12:19:42.884,card,ANON-2019-4554-3346,31.3,Americano with Milk,False,1,2019,4,False,Invierno
2019-01-11,2019-01-11 14:03:34.318,card,ANON-2019-2270-2987,24.0,Americano,False,1,2019,4,False,Invierno
2019-01-11,2019-01-11 17:02:07.327,card,ANON-2019-8434-3621,27.2,Cortado,False,1,2019,4,False,Invierno
2019-01-11,2019-01-11 19:37:14.566,cash,PAGO-EFECTIVO,32.0,Latte,False,1,2019,4,False,Invierno
2019-01-11,2019-01-11 21:41:34.523,card,ANON-2019-2577-1424,40.9,Cappuccino,False,1,2019,4,False,Invierno
2019-01-11,2019-01-11 22:51:11.995,card,ANON-2019-3666-3917,31.0,Americano with Milk,False,1,2019,4,False,Invierno
2019-01-11,2019-01-11 23:00:52.434,cash,PAGO-EFECTIVO,29.5,Americano with Milk,False,1,2019,4,False,Invierno
2019-01-11,2019-01-11 23:45:12.719,cash,PAGO-EFECTIVO,44.6,Latte,False,1,2019,4,False,Invierno
2019-01-12,2019-01-12 02:54:39.843,card,ANON-2019-5454-1559,27.9,Cappuccino,False,1,2019,5,True,Invierno
2019-01-12,2019-01-12 06:21:07.090,card,ANON-2019-6185-3880,30.2,Americano with Milk,False,1,2019,5,True,Invierno
2019-01-12,2019-01-12 07:04:33.076,card,ANON-2019-2650-3076,34.1,Hot Chocolate,False,1,2019,5,True,Invierno
2019-01-12,2019-01-12 07:06:06.414,card,ANON-2019-6095-0670,38.7,Latte,False,1,2019,5,True,Invierno
2019-01-12,2019-01-12 07:29:41.569,card,ANON-2019-3526-0571,38.4,Cappuccino,False,1,2019,5,True,Invierno
2019-01-12,2019-01-12 10:34:15.994,card,ANON-2019-1694-1731,34.9,Americano with Milk,False,1,2019,5,True,Invierno
2019-01-12,2019-01-12 12:48:18.373,card,ANON-2019-8408-1004,39.7,Cappuccino,False,1,2019,5,True,Invierno
2019-01-12,2019-01-12 14:27:06.421,cash,PAGO-EFECTIVO,35.4,Latte,False,1,2019,5,True,Invierno
2019-01-12,2019-01-12 16:35:41.162,cash,PAGO-EFECTIVO,31.9,Americano with Milk,False,1,2019,5,True,Invierno
2019-01-12,2019-01-12 18:20:32.279,card,ANON-2019-7887-0691,26.1,Cortado,False,1,2019,5,True,Invierno
2019-01-12,2019-01-12 19:31:24.838,card,ANON-2019-1502-0404,36.0,Americano with Milk,False,1,2019,5,True,Invierno
2019-01-12,2019-01-12 19:58:16.049,card,ANON-2019-7317-3370,30.8,Americano with Milk,False,1,2019,5,True,Invierno
2019-01-12,2019-01-12 21:03:42.822,card,ANON-2019-8744-0060,36.0,Cocoa,False,1,2019,5,True,Invierno
2019-01-13,2019-01-13 01:45:59.525,card,ANON-2019-9275-1131,36.0,Latte,False,1,2019,6,True,Invierno
2019-01-13,2019-01-13 05:12:12.722,card,ANON-2019-9295-2305,36.3,Latte,False,1,2019,6,True,Invierno
2019-01-13,2019-01-13 09:56:24.897,card,ANON-2019-3315-1682,34.4,Hot Chocolate,False,1,2019,6,True,Invierno
2019-01-13,2019-01-13 10:24:17.764,card,ANON-2019-6172-1924,35.3,Latte,False,1,2019,6,True,Invierno
2019-01-13,2019-01-13 11:12:25.478,card,ANON-2019-5215-2825,38.7,Latte,False,1,2019,6,True,Invierno
2019-01-13,2019-01-13 12:24:55.718,card,ANON-2019-3302-2277,31.1,Americano with Milk,False,1,2019,6,True,Invierno
2019-01-13,2019-01-13 14:19:56.796,card,ANON-2019-5093-1644,32.9,Americano with Milk,False,1,2019,6,True,Invierno
2019-01-13,2019-01-13 21:38:53.542,card,ANON-2019-7291-0923,37.2,Hot Chocolate,False,1,2019,6,True,Invierno
2019-01-13,2019-01-13 21:54:39.081,card,ANON-2019-2679-0001,32.0,Americano with Milk,False,1,2019,6,True,Invierno
2019-01-14,2019-01-14 05:56:46.478,card,ANON-2019-9037-2223,42.9,Latte,False,1,2019,0,False,Invierno
2019-01-14,2019-01-14 06:28:04.541,card,ANON-2019-4470-0896,35.1,Hot Chocolate,False,1,2019,0,False,Invierno
2019-01-14,2019-01-14 07:41:01.629,cash,PAGO-EFECTIVO,21.8,Espresso,False,1,2019,0,False,Invierno
2019-01-14,2019-01-14 08:03:20.103,card,ANON-2019-1937-2875,40.3,Hot Chocolate,False,1,2019,0,False,Invierno
2019-01-14,2019-01-14 08:39:15.988,card,ANON-2019-9314-2493,37.6,Latte,False,1,2019,0,False,Invierno
2019-01-14,2019-01-14 11:47:47.907,card,ANON-2019-5162-1635,31.9,Cocoa,False,1,2019,0,False,Invierno
2019-01-14,2019-01-14 14:16:17.143,card,ANON-2019-4763-2035,29.6,Americano,False,1,2019,0,False,Invierno
2019-01-14,2019-01-14 18:34:32.824,cash,PAGO-EFECTIVO,34.4,Americano with Milk,False,1,2019,0,False,Invierno
2019-01-14,2019-01-14 22:29:18.883,card,ANON-2019-8292-0549,36.3,Cappuccino,False,1,2019,0,False,Invierno
2019-01-14,2019-01-14 22:35:01.377,card,ANON-2019-5247-0952,27.0,Americano,False,1,2019,0,False,Invierno
2019-01-15,2019-01-15 00:54:37.606,card,ANON-2019-5654-2363,24.4,Americano,False,1,2019,1,False,Invierno
2019-01-15,2019-01-15 01:47:39.398,card,ANON-2019-1467-3925,32.0,Americano with Milk,False,1,2019,1,False,Invierno
2019-01-15,2019-01-15 02:38:24.613,card,ANON-2019-1004-3847,19.3,Espresso,False,1,2019,1,False,Invierno
2019-01-15,2019-01-15 07:22:16.080,card,ANON-2019-8414-1260,33.1,Americano with Milk,False,1,2019,1,False,Invierno
2019-01-15,2019-01-15 12:22:23.132,card,ANON-2019-6902-2439,37.7,Hot Chocolate,False,1,2019,1,False,Invierno
2019-01-15,2019-01-15 12:27:16.439,card,ANON-2019-4131-3282,37.2,Latte,False,1,2019,1,False,Invierno
2019-01-15,2019-01-15 18:14:55.186,card,ANON-2019-4878-2616,27.0,Americano with Milk,False,1,2019,1,False,Invierno
2019-01-15,2019-01-15 21:39:44.122,cash,PAGO-EFECTIVO,29.1,Cortado,False,1,2019,1,False,Invierno
2019-01-16,2019-01-16 01:59:36.010,card,ANON-2019-2644-0294,24.6,Cortado,False,1,2019,2,False,Invierno
2019-01-16,2019-01-16 02:57:15.705,card,ANON-2019-8354-3703,32.2,Americano with Milk,False,1,2019,2,False,Invierno
2019-01-16,2019-01-16 05:43:21.245,card,ANON-2019-9516-2477,29.5,Americano with Milk,False,1,2019,2,False,Invierno
2019-01-16,2019-01-16 05:57:13.034,card,ANON-2019-5006-2670,32.9,Cocoa,False,1,2019,2,False,Invierno
2019-01-16,2019-01-16 08:54:08.045,card,ANON-2019-8583-1374,33.5,Latte,False,1,2019,2,False,Invierno
2019-01-16,2019-01-16 10:42:28.209,cash,PAGO-EFECTIVO,30.9,Americano with Milk,False,1,2019,2,False,Invierno
2019-01-16,2019-01-16 14:01:12.309,card,ANON-2019-5801-3680,25.5,Americano,False,1,2019,2,False,Invierno
2019-01-16,2019-01-16 15:12:24.329,cash,PAGO-EFECTIVO,24.5,Americano,False,1,2019,2,False,Invierno
2019-01-16,2019-01-16 23:36:56.972,card,ANON-2019-1766-3375,23.6,Americano,False,1,2019,2,False,Invierno
2019-01-17,2019-01-17 01:22:58.653,card,ANON-2019-4692-0717,23.3,Americano,False,1,2019,3,False,Invierno
2019-01-17,2019-01-17 01:50:48.840,card,ANON-2019-5674-3075,36.7,Hot Chocolate,False,1,2019,3,False,Invierno
2019-01-17,2019-01-17 04:26:08.852,card,ANON-2019-5201-2265,41.6,Hot Chocolate,False,1,2019,3,False,Invierno
2019-01-17,2019-01-17 10:04:27.464,card,ANON-2019-9011-0630,39.8,Latte,False,1,2019,3,False,Invierno
2019-01-17,2019-01-17 11:05:36.214,card,ANON-2019-8133-3949,34.4,Americano with Milk,False,1,2019,3,False,Invierno
2019-01-17,2019-01-17 11:33:32.425,card,ANON-2019-2562-0765,32.0,Latte,False,1,2019,3,False,Invierno
2019-01-17,2019-01-17 14:38:44.876,card,ANON-2019-3627-1600,31.4,Americano,False,1,2019,3,False,Invierno
2019-01-17,2019-01-17 15:46:03.678,card,ANON-2019-5079-2816,24.0,Americano,False,1,2019,3,False,Invierno
2019-01-17,2019-01-17 19:07:39.999,card,ANON-2019-8567-2753,25.7,Americano,False,1,2019,3,False,Invierno
2019-01-17,2019-01-17 21:27:40.789,card,ANON-2019-6918-1393,39.5,Hot Chocolate,False,1,2019,3,False,Invierno
2019-01-17,2019-01-17 23:05:14.888,cash,PAGO-EFECTIVO,31.6,Latte,False,1,2019,3,False,Invierno
2019-01-18,2019-01-18 00:06:04.178,cash,PAGO-EFECTIVO,33.6,Latte,False,1,2019,4,False,Invierno
2019-01-18,2019-01-18 01:17:20.083,card,ANON-2019-8014-2038,25.7,Cortado,False,1,2019,4,False,Invierno
2019-01-18,2019-01-18 01:42:26.363,card,ANON-2019-2294-0635,30.4,Cappuccino,False,1,2019,4,False,Invierno
2019-01-18,2019-01-18 02:38:07.631,card,ANON-2019-6477-2613,34.5,Americano with Milk,False,1,2019,4,False,Invierno
2019-01-18,2019-01-18 03:51:50.397,card,ANON-2019-6797-1779,29.3,Americano,False,1,2019,4,False,Invierno
2019-01-18,2019-01-18 08:22:23.405,card,ANON-2019-4961-2418,27.2,Americano,False,1,2019,4,False,Invierno
2019-01-18,2019-01-18 08:51:29.264,card,ANON-2019-1618-1453,32.6,Americano with Milk,False,1,2019,4,False,Invierno
2019-01-18,2019-01-18 14:18:45.540,card,ANON-2019-7528-0122,36.6,Latte,False,1,2019,4,False,Invierno
2019-01-18,2019-01-18 15:11:49.593,card,ANON-2019-1931-0081,38.4,Cappuccino,False,1,2019,4,False,Invierno
2019-01-18,2019-01-18 21:54:42.804,card,ANON-2019-6422-0838,18.8,Cortado,False,1,2019,4,False,Invierno
2019-01-18,2019-01-18 22:14:05.105,card,ANON-2019-4892-1299,41.0,Latte,False,1,2019,4,False,Invierno
2019-01-18,2019-01-18 23:31:04.884,card,ANON-2019-9255-3094,30.9,Americano with Milk,False,1,2019,4,False,Invierno
2019-01-19,2019-01-19 06:39:11.478,card,ANON-2019-1418-3669,26.9,Americano,False,1,2019,5,True,Invierno
2019-01-19,2019-01-19 07:44:43.834,card,ANON-2019-7934-0496,33.5,Americano with Milk,False,1,2019,5,True,Invierno
2019-01-19,2019-01-19 12:17:02.035,card,ANON-2019-3418-2938,33.6,Latte,False,1,2019,5,True,Invierno
2019-01-19,2019-01-19 17:12:22.861,card,ANON-2019-9011-2580,38.8,Cappuccino,False,1,2019,5,True,Invierno
2019-01-19,2019-01-19 17:21:44.123,card,ANON-2019-4747-2320,35.4,Latte,False,1,2019,5,True,Invierno
2019-01-19,2019-01-19 20:48:51.239,card,ANON-2019-1895-3764,25.1,Cortado,False,1,2019,5,True,Invierno
2019-01-19,2019-01-19 21:55:09.487,card,ANON-2019-1125-0414,36.7,Cappuccino,False,1,2019,5,True,Invierno
2019-01-20,2019-01-20 02:49:16.986,card,ANON-2019-7337-3951,42.6,Cappuccino,False,1,2019,6,True,Invierno
2019-01-20,2019-01-20 02:54:08.844,cash,PAGO-EFECTIVO,35.9,Latte,False,1,2019,6,True,Invierno
2019-01-20,2019-01-20 03:14:19.799,card,ANON-2019-9043-2737,34.7,Cappuccino,False,1,2019,6,True,Invierno
2019-01-20,2019-01-20 04:04:25.271,card,ANON-2019-8856-2157,24.2,Americano,False,1,2019,6,True,Invierno
2019-01-20,2019-01-20 05:11:42.922,card,ANON-2019-3118-2376,39.8,Cappuccino,False,1,2019,6,True,Invierno
2019-01-20,2019-01-20 11:24:25.579,card,ANON-2019-1223-3055,34.3,Hot Chocolate,False,1,2019,6,True,Invierno
2019-01-20,2019-01-20 11:32:26.565,cash,PAGO-EFECTIVO,37.2,Cocoa,False,1,2019,6,True,Invierno
2019-01-20,2019-01-20 12:38:26.789,card,ANON-2019-9120-0713,32.8,Latte,False,1,2019,6,True,Invierno
2019-01-20,2019-01-20 14:20:08.702,card,ANON-2019-1185-0950,25.7,Americano with Milk,False,1,2019,6,True,Invierno
2019-01-20,2019-01-20 18:26:48.646,card,ANON-2019-9306-3923,41.2,Cappuccino,False,1,2019,6,True,Invierno
2019-01-20,2019-01-20 19:12:00.246,card,ANON-2019-1660-0999,40.3,Cappuccino,False,1,2019,6,True,Invierno
2019-01-20,2019-01-20 22:40:01.678,card,ANON-2019-5480-1396,27.9,Americano with Milk,False,1,2019,6,True,Invierno
2019-01-21,2019-01-21 01:25:00.114,card,ANON-2019-8279-3140,35.7,Latte,False,1,2019,0,False,Invierno
2019-01-21,2019-01-21 02:51:15.053,card,ANON-2019-7099-3912,29.0,Cortado,False,1,2019,0,False,Invierno
2019-01-21,2019-01-21 08:04:54.220,card,ANON-2019-4090-0928,25.9,Americano,False,1,2019,0,False,Invierno
2019-01-21,2019-01-21 08:14:18.554,card,ANON-2019-6432-1013,35.7,Cappuccino,False,1,2019,0,False,Invierno
2019-01-21,2019-01-21 09:04:25.657,card,ANON-2019-2233-0335,37.0,Latte,False,1,2019,0,False,Invierno
2019-01-21,2019-01-21 09:49:38.681,card,ANON-2019-5934-0497,18.1,Espresso,False,1,2019,0,False,Invierno
2019-01-21,2019-01-21 10:44:44.792,cash,PAGO-EFECTIVO,27.7,Americano with Milk,False,1,2019,0,False,Invierno
2019-01-21,2019-01-21 12:42:31.096,card,ANON-2019-5557-0258,39.5,Cappuccino,False,1,2019,0,False,Invierno
